Gene,Frequency,Median_Rank
REM2,4,1410
SLC5A5,4,1411
NDUFA4L2,4,1411.5
ARL10,4,1412
ZNF670,4,1412.5
AL031985.4,4,1413
LNX1,4,1413.5
CDC37L1-DT,4,1414
SPRY4,4,1415
ANK3,4,1415.5
NAGS,4,1415.5
PCDH12,4,1417.5
SCG5,4,1419.5
ZNF793,4,1420.5
AMIGO1,4,1424.5
AC006252.1,4,1425
MIR194-2HG,4,1425.5
AL139423.1,4,1429.5
NAP1L2,4,1429.5
UBL5,4,1429.5
MARVELD2,4,1430
SGSM1,4,1431.5
CEBPB-AS1,4,1432
ARID4B,4,1432.5
SORBS1,4,1436
AC008074.3,4,1438
MX1,4,1438.5
TBX19,4,1440
PRSS33,4,1441.5
SEPT7,4,1442.5
SH2D4A,4,1442.5
TNFRSF11A,4,1446
CAPN5,4,1449.5
COL6A3,4,1449.5
EML5,4,1449.5
FOXO6,4,1451
ZNF587B,4,1452
PCAT1,4,1453.5
ATP1A3,4,1454
PCDHGB2,4,1455
AL354696.2,4,1457
GYG1,4,1457
AP001999.1,4,1458
RLN2,4,1459
KDM4A-AS1,4,1460
LINC00304,4,1461.5
GLIS2-AS1,4,1462.5
ZNF709,4,1465.5
TNFSF13B,4,1469
AL356481.1,4,1469.5
AP000763.3,4,1469.5
LINC01876,4,1469.5
AC132872.1,4,1471
TTC39C,4,1471
AL590764.2,4,1471.5
RNF222,4,1471.5
AL157938.3,4,1472.5
AC011825.4,4,1473
AC015819.1,4,1475
TAS1R3,4,1477.5
ACSL6,4,1478.5
AC233280.1,4,1480
HSD17B14,4,1480
LRFN1,4,1480.5
MAP1LC3B2,4,1481
MID2,4,1481
UPK3BL1,4,1484.5
CDK17,4,1485.5
TTC22,4,1488
PFKFB4,4,1489
MCC,4,1491
SLC16A11,4,1491
CRNDE,4,1492
AC108866.1,4,1493.5
ZDHHC11,4,1495.5
ZKSCAN7,4,1497
HFE,4,1499.5
HMGA2,4,1501
IL9R,4,1503.5
AC027682.4,4,1504
SLC29A4,4,1505
SOX12,4,1505.5
KCNAB3,4,1507
MSN,4,1510
ARF6,4,1512.5
CDK14,4,1516.5
IER3-AS1,4,1516.5
BAIAP2L2,4,1518
C8orf58,4,1519
CD84,4,1521
KRT74,4,1522
SPTSSB,4,1523
AL136038.3,4,1523.5
NICN1,4,1524.5
SLC29A2,4,1526
CRB3,4,1530
CHAD,4,1532.5
SUCLG2-AS1,4,1535
AL355488.1,4,1535.5
LINC02086,4,1535.5
GFOD1,4,1540.5
AL080250.1,4,1543.5
AC025164.1,4,1545.5
KLHL23,4,1545.5
MEX3D,4,1546
AL672277.1,4,1548
AC006449.3,4,1548.5
AC009690.2,4,1553
CCDC121,4,1553.5
FGF9,4,1553.5
MCF2L,4,1553.5
SEMA4C,4,1554.5
ZBTB20-AS4,4,1563.5
RNFT2,4,1565
TMEM147-AS1,4,1567.5
KNOP1,4,1572.5
AC011374.2,4,1576
SLC22A17,4,1576
BX537318.1,4,1577.5
AL662796.1,4,1578.5
FHOD3,4,1580.5
MIR646HG,4,1582.5
AC068025.1,4,1585
PRPF40B,4,1585.5
AP002026.1,4,1587.5
RASA4,4,1588
IL16,4,1591
PPP5D1,4,1592.5
ZFPM1,4,1594
IER5L,4,1594.5
MAFTRR,4,1594.5
AANAT,4,1595
NUDT10,4,1595
HOXA9,4,1597.5
TXNRD3,4,1597.5
BCL9,4,1598
PAK3,4,1599
GOLGB1,4,1602.5
AC016773.1,4,1603
DISP1,4,1603
HIST1H3H,4,1604
SMIM11A,4,1606
CCDC65,4,1606.5
BPGM,4,1608
LINC00987,4,1608.5
PLEKHG4,4,1609.5
ZNF620,4,1613.5
ZNF528,4,1615.5
AC145207.2,4,1616.5
PTTG1,4,1619.5
HSPA1L,4,1620.5
CU633906.2,4,1622
AC084026.2,4,1622.5
CDH24,4,1623.5
C2orf81,4,1625
L3MBTL4-AS1,4,1625.5
AP000866.1,4,1631
HSBP1L1,4,1635.5
ZNF724,4,1636
NPAS2,4,1637
MZT2B,4,1638.5
PLCL1,4,1640.5
ANO8,4,1641.5
CRYBG1,4,1642.5
AC009318.2,4,1643
FBXL16,4,1646
PHKG1,4,1648.5
AL731569.1,4,1649
AC027020.2,4,1652
DHRS3,4,1655
FAM157C,4,1655.5
HIST2H4A,4,1656.5
ANAPC16,4,1657
AC023632.2,4,1660
DPYSL4,4,1660
COLGALT2,4,1666.5
FAM241B,4,1669
AL359644.1,4,1672
FZD4,4,1673.5
CLDN7,4,1675
AC020911.2,4,1676
TTC21A,4,1679.5
ZNRF3,4,1681
ADNP-AS1,4,1683
SYBU,4,1683.5
AL391121.1,4,1687
AC243960.1,4,1687.5
EFHD1,4,1689.5
PPP1R2,4,1692
CEACAM1,4,1694.5
AL512625.2,4,1699
KLHL32,4,1701
AC072022.1,4,1702.5
ARRDC3,4,1702.5
PLEKHG3,4,1703.5
AC026979.2,4,1706
CFAP58-DT,4,1706.5
IL18RAP,4,1709.5
AC007384.1,4,1710
AC027307.3,4,1711
ZNF425,4,1712
AC003102.1,4,1713
DDR1,4,1713
AL592183.1,4,1715
TNFRSF25,4,1715.5
ZNF517,4,1715.5
AC100827.4,4,1716.5
BZW1,4,1723
AC124068.2,4,1725
RASGEF1A,4,1726
AL606760.1,4,1726.5
CAST,4,1728
GSDMB,4,1728.5
LENG8-AS1,4,1731
PERP,4,1732
SYNGAP1-AS1,4,1733.5
AC114488.3,4,1734.5
AL158070.1,4,1734.5
PRDX1,4,1734.5
SDR42E2,4,1744
RBAK-RBAKDN,4,1744.5
CDC42SE1,4,1749.5
GAL3ST2,4,1749.5
ARHGEF5,4,1753.5
ZNF554,4,1755.5
AC123912.4,4,1757.5
PDZD4,4,1757.5
PPP2R5C,4,1758
GIMAP6,4,1762.5
WNT10A,4,1765.5
SAXO1,4,1766.5
AL050343.1,4,1768.5
C10orf95,4,1769
SCML4,4,1773.5
AL353759.1,4,1779
CHRNA5,4,1782.5
AC004771.3,4,1789.5
APOC2,4,1789.5
PCLAF,4,1794.5
AL359962.2,4,1795.5
EIF3E,4,1797
CDK2AP2,4,1797.5
AP003419.2,4,1800.5
CHST7,4,1802.5
RB1-DT,4,1802.5
AC002310.1,4,1804.5
AL021707.3,4,1806.5
PACRG,4,1810
AC020659.1,4,1811
AL021707.1,4,1812
ABHD17A,4,1813
AC080013.5,4,1813.5
ATF5,4,1824
TNIK,4,1831.5
DGKH,4,1833.5
CHODL,4,1834.5
PINK1-AS,4,1834.5
CCDC180,4,1837
TPST2,4,1839
KTN1-AS1,4,1842
BRSK1,4,1844
HECTD2,4,1851.5
AC096677.1,4,1855
AC005076.1,4,1863.5
RHOBTB1,4,1864.5
NUPR2,4,1866.5
ZBTB38,4,1867
MYCBPAP,4,1872
B3GALT2,4,1885.5
PLEKHF1,4,1896
MICALL2,4,1913.5
TGIF1,4,1915.5
TERF1,4,1916
MED14OS,4,1937
FABP4,3,27
IGKV6D-21,3,98
IGLV4-3,3,109
CTSG,3,131
MS4A2,3,145
IGLC6,3,158
AC233755.2,3,171
IGKV3D-7,3,241
RNASE2,3,274
IL3,3,278
SPP1,3,281
IGKV1D-27,3,283
H3F3B,3,289
AL357874.1,3,315
IFT140,3,319
AC073575.2,3,328
RNF217,3,329
TRBV7-5,3,338
IGKV6-21,3,348
ALDH3A1,3,349
KISS1,3,355
AC060766.4,3,373
FOXP4-AS1,3,386
PTPN14,3,386
ARHGEF11,3,387
SYT4,3,396
AC021086.1,3,401
AC092953.2,3,406
LCTL,3,409
AC119403.1,3,410
TMIGD3,3,411
AGAP2-AS1,3,417
CCNA1,3,417
DNAH8,3,421
WWC1,3,425
CALCA,3,426
AC020931.1,3,428
DACT1,3,431
LINC01252,3,431
LINC01504,3,431
PGAM2,3,435
PRMT9,3,437
Z97055.2,3,439
CXorf65,3,441
AC099063.1,3,448
TTLL7,3,449
AC068724.3,3,463
DLL3,3,466
EFCAB13,3,467
AC012313.6,3,473
EPHB4,3,477
ZFP2,3,478
SEMA6A,3,480
AL136980.1,3,484
FAM227A,3,484
SMTN,3,486
LINC02576,3,487
STT3A-AS1,3,488
AC078845.1,3,490
AL009179.1,3,494
HBZ,3,495
AC243571.2,3,496
PCDHGA6,3,496
AP000311.1,3,500
LRRC39,3,501
EDAR,3,503
NOXRED1,3,504
SGIP1,3,505
LINC02586,3,507
AC010271.2,3,511
AL133492.1,3,514
RIMBP3,3,517
ENPP5,3,519
TNFSF15,3,519
ACTN2,3,523
AL096855.1,3,529
CTGF,3,529
PINLYP,3,529
EMILIN1,3,536
CD34,3,541
RBFOX1,3,543
AL078644.2,3,547
FRZB,3,547
SLC6A13,3,548
SBSPON,3,549
IGHJ5,3,556
AC244034.2,3,557
FKBP4,3,557
FZD8,3,557
AC091167.7,3,558
ATP2A1,3,567
GLDC,3,568
AC105345.1,3,570
AL354822.1,3,577
HRASLS5,3,580
AC010501.1,3,581
GJB2,3,581
TNR,3,588
LAMC1,3,589
AC022730.4,3,591
AC019131.2,3,593
SMC1B,3,596
IGLV3-12,3,597
NEBL,3,604
AL136301.1,3,608
AC008781.1,3,611
AL121987.2,3,612
MIR34AHG,3,614
LMNB1-DT,3,616
AC096734.1,3,617
CMTM1,3,617
PRR19,3,617
CLEC4G,3,620
NAV2,3,622
HCAR3,3,624
AC114730.1,3,628
MTRNR2L8,3,628
AC021224.1,3,631
SCGB1B2P,3,631
ACKR4,3,633
TRAJ6,3,633
LINC01730,3,636
MIF-AS1,3,637
AL096701.3,3,638
ANK2,3,639
IGHV3-35,3,642
AC078802.1,3,644
ZNF503,3,644
FGF14,3,647
LINC01569,3,648
TSSK4,3,649
ZNF572,3,649
LINC02453,3,650
ALDH1A1,3,652
C2orf66,3,652
SLC47A1,3,655
THRB,3,659
AL359198.1,3,660
DMD,3,660
AC021739.2,3,661
AC100778.3,3,661
PRKCZ-AS1,3,662
AC005041.1,3,664
AC034102.4,3,664
ZNF768,3,665
SUSD4,3,666
CYP46A1,3,673
AK4,3,674
CAPN14,3,674
UBA52,3,674
TFPI,3,677
AC097634.1,3,678
SLC28A3,3,678
ZNF782,3,678
AL513548.1,3,679
LINC01800,3,679
AC010680.2,3,680
AC112721.2,3,682
ARMC2-AS1,3,684
AC239803.2,3,685
RFPL1S,3,687
SRRM2-AS1,3,690
RGPD3,3,692
AL121845.1,3,693
AC087289.5,3,695
CCDC9B,3,695
CTXN2,3,696
MYBL2,3,698
AL139412.1,3,699
FAM81A,3,700
C1S,3,701
AP000253.1,3,703
AL133480.1,3,704
NPIPB9,3,706
CLCN2,3,707
MST1,3,707
DCTN1-AS1,3,711
PJVK,3,712
AL354707.2,3,717
AC073314.1,3,718
TM6SF1,3,718
ATP6V0A4,3,719
AZU1,3,720
AC004908.3,3,723
LINC02274,3,725
AL035461.2,3,726
AC068896.1,3,727
HUS1B,3,730
TMPRSS6,3,733
AC009226.1,3,734
JAKMIP2-AS1,3,734
IQSEC3,3,735
DNAJC28,3,736
CELF5,3,738
TMEM213,3,739
LINC02320,3,741
CETP,3,744
AL157938.2,3,745
AC009630.2,3,746
MTSS1L,3,747
AC100830.3,3,748
HNMT,3,748
PDE5A,3,748
PLLP,3,751
OCM,3,754
AC104109.2,3,756
AP000892.1,3,757
ATP5MGL,3,758
PLPP2,3,758
AL159169.2,3,759
AL391335.1,3,759
FGL1,3,759
RPRM,3,759
CABP1,3,761
STON2,3,762
AC097359.3,3,763
AL139289.2,3,763
DACT3-AS1,3,763
PZP,3,768
SPTBN5,3,768
TRBJ1-3,3,769
AL136309.4,3,773
AC113615.1,3,774
PDZD7,3,774
WNT1,3,782
ZNF441,3,782
AL512408.1,3,785
SEPT1,3,785
AC036108.2,3,786
AC006504.1,3,789
CXXC5-AS1,3,789
GMFG,3,790
VWA3A,3,790
AC096586.1,3,791
RBM5-AS1,3,791
AC068946.1,3,793
SH3RF3,3,794
CAMSAP2,3,795
ENPP2,3,795
OR4D1,3,795
ZRANB2-AS1,3,795
AC092115.2,3,796
AP005329.2,3,796
GLP1R,3,796
HEXA-AS1,3,797
NRSN2-AS1,3,799
TRBV5-7,3,799
AC087203.3,3,800
GTSE1-DT,3,800
EML1,3,802
AC243830.1,3,804
BMP8A,3,804
NRTN,3,810
AC118553.1,3,811
AC132192.1,3,812
AC011511.5,3,813
PROKR2,3,813
SSC4D,3,813
AC005476.2,3,814
FAM209A,3,814
SRGAP3,3,814
TBC1D30,3,815
Z97989.1,3,820
AC116348.3,3,821
AL359736.1,3,821
UNC79,3,824
ALS2CR12,3,827
ITGB1BP2,3,827
AC099669.1,3,828
FOXP2,3,828
MYO5C,3,828
LSM11,3,830
SEC14L6,3,831
TRBJ1-6,3,834
RGMB,3,841
RHOD,3,841
OR2A1-AS1,3,842
TEX9,3,842
ULBP3,3,842
AC000068.1,3,843
C6orf163,3,845
GCSAML,3,846
LINC01606,3,847
EPDR1,3,850
AC011676.1,3,853
AC079322.1,3,853
NPW,3,853
ZEB2-AS1,3,853
NOSIP,3,855
ZNF571-AS1,3,855
AC138894.1,3,856
AP001469.3,3,856
B4GALNT3,3,856
AL158834.2,3,857
FP236383.3,3,857
LGR4,3,858
AKAP6,3,859
DOCK5,3,859
AC004982.1,3,861
AC092301.1,3,861
AL161725.1,3,863
AC008758.5,3,867
AC027097.2,3,867
LIF,3,868
LOXL4,3,869
AC092069.1,3,870
AP001189.5,3,870
CRLF1,3,870
LAMA5,3,870
LINC01001,3,870
SSR2,3,870
AC005840.4,3,871
AL136172.1,3,871
GPC5,3,871
PTPRR,3,872
AC016683.1,3,873
AL022069.1,3,875
SPX,3,878
AC137630.1,3,879
HYDIN,3,880
GALM,3,881
WNT3,3,882
AL590226.2,3,883
ZNF532,3,883
JUP,3,885
AC079385.1,3,886
ROBO3,3,886
ITGAX,3,889
GATA6,3,890
GPR161,3,891
HIST1H2BJ,3,892
ACSBG1,3,895
ITGB8,3,895
MSH5-SAPCD1,3,896
STX16-NPEPL1,3,897
AC055764.2,3,898
BORCS8-MEF2B,3,898
GNG3,3,899
CYP27A1,3,900
PIWIL2,3,900
VGF,3,901
AL139383.1,3,902
AL353622.2,3,902
FAM171B,3,902
AC022726.2,3,903
KANK3,3,904
NEK5,3,905
SOX8,3,905
HIST1H2BF,3,907
AC007686.3,3,909
AL645608.9,3,909
AC010325.1,3,910
ARHGEF4,3,910
HTRA1,3,910
AL445228.2,3,911
SERPINB9P1,3,912
AC079610.2,3,913
SLC4A11,3,913
EPHB1,3,914
SUMO4,3,914
FSCN3,3,916
AL139385.1,3,918
AC048341.1,3,919
PDK4,3,920
PPM1N,3,923
AC005082.1,3,924
C19orf81,3,924
EIF3F,3,925
AL357033.1,3,927
AL136038.2,3,928
SCUBE3,3,928
SPESP1,3,928
MYLK4,3,932
AC107884.1,3,933
C11orf45,3,933
TSNAXIP1,3,933
KRT8,3,934
PTPN20,3,934
KCNH4,3,937
DPPA4,3,938
HOXA3,3,938
MIA,3,940
AC027031.2,3,941
GLI1,3,941
NUDT13,3,944
AL121936.1,3,947
MYL6,3,947
RAB25,3,949
MAP7,3,952
MIR210HG,3,952
SDC3,3,956
AC240565.2,3,958
AL031056.1,3,958
AL359265.3,3,958
AC005540.1,3,960
LYNX1,3,961
TBX1,3,961
SARDH,3,963
AL031728.1,3,965
APRT,3,968
AC025031.4,3,970
AC004846.2,3,972
PDP2,3,972
AP001453.1,3,975
BTBD19,3,975
AL024498.1,3,976
CAPZB,3,976
LINC01976,3,977
PPFIA4,3,979
LINC01006,3,980
DNAJC6,3,981
KLRK1,3,981
AC138627.1,3,982
SMARCA1,3,983
OTOA,3,986
AC087623.4,3,987
ZNF443,3,988
AC010401.1,3,989
AC008764.4,3,990
PLXDC2,3,990
AL132780.2,3,992
TMBIM6,3,992
MAPRE3,3,993
AC010894.4,3,994
KIAA1522,3,994
LINC01481,3,994
AC003991.1,3,995
AC007610.1,3,995
AP001273.2,3,995
TRAJ5,3,995
GRB10,3,996
TMPRSS11E,3,996
U91328.2,3,996
CSRP2,3,997
AC091180.3,3,998
NPHP3-AS1,3,998
PROX2,3,998
CYP27B1,3,999
LINC02035,3,1000
VSIG2,3,1000
ANPEP,3,1001
CD300E,3,1003
SEMA4G,3,1003
NDUFA3,3,1004
AC009812.1,3,1005
BX005266.2,3,1005
AL360182.2,3,1007
SLC9A5,3,1007
AC110285.6,3,1008
SAG,3,1009
WNT9A,3,1009
QRICH2,3,1010
AC126696.1,3,1011
OTUB2,3,1012
ARHGEF9,3,1014
HRASLS2,3,1015
AL138720.1,3,1016
IGHGP,3,1018
AL049780.1,3,1019
LINC00525,3,1019
JAM2,3,1020
AL591806.3,3,1022
ZNF883,3,1022
AC116913.1,3,1024
MEF2C-AS1,3,1025
AC008752.2,3,1026
POT1-AS1,3,1026
RIBC2,3,1026
RCN3,3,1027
AC115618.1,3,1028
AC025171.4,3,1029
MET,3,1030
AC022167.1,3,1031
RFPL4A,3,1031
SEPT7-AS1,3,1032
IQUB,3,1034
ZNF404,3,1035
AL358933.1,3,1036
USP43,3,1037
EDN3,3,1038
GCK,3,1039
LRRC37A,3,1039
ANKRD18A,3,1040
SLC22A1,3,1040
TMEM107,3,1042
NKX2-3,3,1043
HIST1H2AJ,3,1044
AL355922.2,3,1045
LINC00941,3,1045
MAP2,3,1047
WDFY4,3,1047
AC010503.1,3,1048
KLHL31,3,1048
PIK3IP1-AS1,3,1050
VPS33B-DT,3,1051
DMTN,3,1052
KANK1,3,1052
LINC01771,3,1053
AC087294.1,3,1055
TPST1,3,1055
AC005520.2,3,1056
CFAP69,3,1057
AC012213.3,3,1059
LINC02021,3,1059
COX6B1,3,1060
SLC35G5,3,1060
ABCD2,3,1061
C16orf71,3,1062
CACNA2D2,3,1062
ACAP1,3,1064
AC106897.1,3,1066
AL022238.4,3,1068
AL731571.1,3,1070
AC007342.5,3,1072
SPATA6,3,1072
ALG1L,3,1074
AC135178.2,3,1075
NMT2,3,1075
CCT4,3,1077
FSBP,3,1080
TRIR,3,1080
AC079612.2,3,1081
SEPT10,3,1081
UGT3A2,3,1082
ZIK1,3,1082
CKLF,3,1085
TMSB15B-1,3,1085
B9D1,3,1087
ATP8B1,3,1088
C1orf112,3,1088
IQCA1,3,1089
SMAD1,3,1090
AC010680.3,3,1091
JRK,3,1091
LRP3,3,1091
AC130371.2,3,1092
NAGPA-AS1,3,1095
EDF1,3,1096
ENKD1,3,1098
MCM3AP-AS1,3,1098
SHROOM1,3,1098
KCNE1,3,1100
LINC01801,3,1101
SERPINB10,3,1101
UBXN10,3,1101
AC010186.1,3,1102
AC008741.2,3,1103
CDC42,3,1103
DUBR,3,1104
SFTA2,3,1104
GSDMA,3,1105
AC018761.2,3,1109
ERI2,3,1109
GRIN2D,3,1110
HYKK,3,1115
AC110792.3,3,1116
AL162431.2,3,1116
AL359711.2,3,1116
IQCC,3,1117
AL136531.1,3,1119
NTSR1,3,1119
AC092802.1,3,1120
LINC01816,3,1120
RAPGEF3,3,1120
ESR2,3,1122
MMP17,3,1122
ARMC9,3,1123
AC092127.1,3,1125
CATIP,3,1125
KRTCAP2,3,1126
SAP30L-AS1,3,1126
MYOM1,3,1129
KCNK12,3,1130
LGALSL,3,1130
RACK1,3,1136
AC009126.1,3,1138
GIPC3,3,1139
SCUBE1,3,1139
AC003002.3,3,1140
AC009021.1,3,1140
AC097662.1,3,1141
RTL5,3,1141
SLCO4C1,3,1141
SNAI1,3,1142
ARHGEF33,3,1146
LINC02390,3,1146
MUC1,3,1147
AC005614.1,3,1148
CNIH2,3,1148
TAF1A-AS1,3,1148
AC092164.1,3,1149
GVQW2,3,1149
HMSD,3,1149
ATOH8,3,1151
BAX,3,1151
TMEM139,3,1151
RASD2,3,1153
MGP,3,1154
MCPH1-AS1,3,1155
SCIN,3,1155
RAPGEF5,3,1156
DEPDC7,3,1157
INSL3,3,1157
PTPRS,3,1157
TRPM8,3,1157
GRASP,3,1158
TWIST1,3,1159
TP73,3,1160
ZSWIM1,3,1160
GSTO2,3,1161
AC010319.3,3,1162
AC120024.1,3,1166
AC244021.1,3,1166
AC245060.6,3,1167
AP003086.1,3,1170
AC005921.2,3,1171
PTOV1-AS2,3,1171
TRIM74,3,1171
AC009097.3,3,1172
NOS1AP,3,1175
RAG1,3,1177
CARD10,3,1178
LINC00852,3,1180
RHOBTB3,3,1180
AC015468.3,3,1181
KY,3,1181
AC007613.1,3,1182
AL031281.2,3,1182
DAZAP2,3,1182
AC012313.2,3,1186
HCG14,3,1186
SCNN1A,3,1186
GLIS3,3,1188
AL049795.1,3,1189
FUT7,3,1189
ZFY-AS1,3,1189
AC079601.1,3,1191
AC090970.2,3,1192
ARHGAP22,3,1193
EXTL3-AS1,3,1194
ZNF619,3,1194
AC074366.1,3,1195
C3,3,1195
SMIM10L2B,3,1195
RNF219-AS1,3,1196
CMTM4,3,1197
GOLGA8R,3,1199
CTXN1,3,1200
LINC00943,3,1201
PAQR5,3,1202
STPG4,3,1202
FP236383.1,3,1205
PVALB,3,1205
DLL1,3,1207
KRTAP5-AS1,3,1207
AC008522.1,3,1209
AC009812.4,3,1209
FANCC,3,1209
STK4,3,1212
AC103724.3,3,1213
MSMP,3,1213
AL035661.1,3,1215
IQCN,3,1217
AC009560.1,3,1218
SMAD5-AS1,3,1219
CLTCL1,3,1221
PTOV1-AS1,3,1221
ULBP1,3,1222
AC015727.1,3,1223
AC092338.2,3,1223
IRS1,3,1223
CCDC144NL,3,1224
INSRR,3,1224
PTH2R,3,1225
AC008438.1,3,1226
AC026904.2,3,1226
DAD1,3,1226
MTTP,3,1226
RNF165,3,1228
TGM1,3,1228
CCNO,3,1230
CFLAR-AS1,3,1230
LINC01023,3,1231
C17orf82,3,1232
LINC01918,3,1232
ZFAND2A,3,1233
KLF1,3,1234
SLC35F3,3,1234
ADPRHL1,3,1236
PTPRM,3,1236
AC026250.1,3,1237
AC114760.2,3,1237
AC145124.1,3,1237
AC012640.1,3,1238
AC019197.1,3,1238
CMBL,3,1238
AC109454.2,3,1239
LINC00672,3,1239
AL031055.1,3,1240
AP001462.1,3,1240
DHDH,3,1240
TMEM136,3,1240
SORBS2,3,1241
TMEM38A,3,1241
GRIK4,3,1242
OBSCN,3,1242
WASIR2,3,1244
AL132642.1,3,1245
CDKN2B-AS1,3,1246
NLRP6,3,1247
AC013264.1,3,1248
CAMK2N2,3,1248
AC159540.2,3,1253
AL031733.2,3,1253
GPR52,3,1255
AC006547.3,3,1256
AC084082.1,3,1256
FCN2,3,1256
FSIP1,3,1257
AC022400.6,3,1258
OPHN1,3,1260
AL354920.1,3,1261
DCDC2B,3,1261
AL365203.2,3,1262
LINC02447,3,1262
RDM1,3,1263
FAM47E,3,1265
ASS1,3,1266
STPG1,3,1266
AC092794.1,3,1267
AC010504.1,3,1269
ADAMTS10,3,1269
AC008966.1,3,1270
C2CD4D,3,1270
MAN1C1,3,1270
ADSSL1,3,1271
AP001830.1,3,1271
LIPG,3,1271
UPK3B,3,1271
KAZN,3,1272
ZFP28,3,1272
SLAIN1,3,1273
GALNT9,3,1275
POU4F1,3,1277
MAST1,3,1278
AC010536.1,3,1279
IRAK3,3,1281
LINC01176,3,1281
AC103810.2,3,1283
PLK1,3,1283
BTBD8,3,1284
IL1R2,3,1284
PLCD3,3,1286
ZNF711,3,1286
YJEFN3,3,1291
LMTK3,3,1292
ITPR1-DT,3,1295
PIP5KL1,3,1295
AC023906.3,3,1296
ELOVL4,3,1297
AQP11,3,1298
SEC61G,3,1298
SLC9A3R1,3,1298
LRP11,3,1300
EBI3,3,1301
UBE2R2-AS1,3,1304
C8orf88,3,1305
AL136985.2,3,1306
AL513320.1,3,1307
CTAGE15,3,1307
AC034231.1,3,1308
SEMA3G,3,1308
RIMS3,3,1309
AC245884.8,3,1310
P2RX5-TAX1BP3,3,1311
TMEM198,3,1312
AL034417.4,3,1314
DLG5,3,1314
AC007365.1,3,1315
LINC00630,3,1315
STBD1,3,1315
TCTN2,3,1315
LEKR1,3,1316
TMEM177,3,1318
ZNF20,3,1318
ARL9,3,1320
C6orf201,3,1320
DDIT4L,3,1320
AC087392.3,3,1321
KIAA0895,3,1321
GABBR1,3,1322
PPP1CA,3,1323
ZBED8,3,1324
IRF7,3,1325
IFNGR2,3,1326
AC026202.3,3,1328
AGPAT5,3,1328
ILDR1,3,1328
CASC8,3,1330
NR2F6,3,1330
RAP2C-AS1,3,1331
TNK2-AS1,3,1332
CAMTA1-DT,3,1333
AC023908.3,3,1334
CUTA,3,1334
AC090607.5,3,1336
FGD2,3,1336
AC025219.1,3,1338
RAB4B-EGLN2,3,1338
AC079807.1,3,1339
SAMD15,3,1340
ARHGEF37,3,1341
AL355987.1,3,1345
ZNF90,3,1345
AC231533.1,3,1346
BARX2,3,1346
AL121983.1,3,1347
C1orf61,3,1347
FAM156B,3,1348
MAP3K9,3,1350
XYLB,3,1350
AC100812.1,3,1352
BRSK2,3,1353
ANKRD6,3,1354
AC243829.1,3,1355
KCNH3,3,1356
SPATA6L,3,1358
SUCNR1,3,1358
AC104452.1,3,1359
AC147651.4,3,1359
TTC25,3,1359
RAB27B,3,1361
AC025682.1,3,1362
AL391987.4,3,1362
C19orf71,3,1362
FKTN,3,1362
MIAT,3,1362
ZNF772,3,1362
MLANA,3,1363
CATSPER1,3,1364
LINC00092,3,1364
PRAG1,3,1365
LAT,3,1368
SEMA3B,3,1369
SIGLEC7,3,1370
ZNF546,3,1370
CCNI2,3,1371
AC104695.3,3,1373
AL365226.1,3,1373
BAIAP2,3,1373
SPIN4,3,1373
GAS2,3,1374
CAP1,3,1375
AC091814.1,3,1376
TRIM58,3,1376
SYNGR2,3,1378
AC010132.3,3,1379
CALCRL,3,1379
ENTPD2,3,1379
LINC01675,3,1379
FCGR3B,3,1380
IKZF4,3,1380
LINC01703,3,1381
MS4A4A,3,1382
TSPOAP1,3,1382
VLDLR-AS1,3,1384
PCF11-AS1,3,1386
SLC1A2,3,1386
TMCC3,3,1387
ALOX12B,3,1388
ISLR2,3,1388
UBE2D3,3,1388
ASB9,3,1390
EPN2,3,1390
AC011416.3,3,1391
TMSB4X,3,1391
LRRC70,3,1392
AC017083.1,3,1395
AC026401.3,3,1395
AP001267.1,3,1395
LINC01311,3,1397
LPAR6,3,1397
AP000704.1,3,1399
RAI14,3,1400
UBXN7-AS1,3,1400
RNF212,3,1402
AC145285.6,3,1403
BAALC,3,1404
HCG20,3,1404
AL355075.4,3,1406
PLXNA1,3,1406
PARK7,3,1407
TMEM258,3,1408
FAM95B1,3,1409
ZNF608,3,1411
C8orf44,3,1412
PGBD4,3,1412
PTGES3,3,1414
CPEB1,3,1415
AC087482.1,3,1416
EDRF1-AS1,3,1417
DNAH14,3,1418
AMIGO2,3,1419
MCF2,3,1419
SPACA9,3,1421
TFAP2E,3,1421
AC123912.1,3,1422
MFAP3L,3,1422
LINC00884,3,1424
AC093635.1,3,1425
NDRG4,3,1426
ETFBKMT,3,1428
AC019205.1,3,1429
HDX,3,1429
IDS,3,1429
P3H4,3,1429
AC090114.2,3,1430
SGK494,3,1430
AC015982.1,3,1431
GAS7,3,1431
GAB2,3,1433
C1QTNF1,3,1434
AC026471.4,3,1435
AC068418.1,3,1436
AC073046.1,3,1436
SUSD2,3,1436
AC108062.1,3,1438
USP2,3,1438
NDUFB2-AS1,3,1439
KLHDC1,3,1440
LINC01160,3,1440
YWHAH,3,1443
ZHX3,3,1444
SEPT6,3,1445
MAPK12,3,1446
AC139887.4,3,1447
CDKN2A,3,1447
NPIPB12,3,1448
ADGRF3,3,1449
KCNRG,3,1449
AC005523.2,3,1452
AC022167.3,3,1453
ALOX5,3,1453
SULT1A4,3,1453
AL138831.1,3,1454
CLEC12A,3,1454
PTGER1,3,1454
BHLHE41,3,1455
